SP_CODE;SP_NAME;MN_CODE;MN_NAME;DC_MN_C;DC_NAME;PR_CODE;PR_NAME
10101000;Doringbaai;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10102000;Ebenhaesar;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10103000;Klawer;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10103001;Klawer Ward 12;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10104001;Koekenaap;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10105001;Lutzville BSB;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10105002;Lutzville West;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10105003;Uitkyk;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10106000;Matzikama;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10106001;Klawer;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10106002;Van Rhynsdorp;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10106003;Vredendal;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10107000;Strandfontein;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10108000;Vanrhynsdorp;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10108001;Maskamsig;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10108002;Van Rhynsdorp;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10109000;Vredendal Part 1;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10109001;Aiville Park;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10109002;Joe Slovo Park;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10109003;Vredendal;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10110001;Vredendal;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10111001;Vredendal North;101;Matzikama;1;West Coast District Municipality;1;WESTERN CAPE
10201001;Clanwilliam;102;Cederberg;1;West Coast District Municipality;1;WESTERN CAPE
10201002;Piketberg;102;Cederberg;1;West Coast District Municipality;1;WESTERN CAPE
10201003;Vredendal;102;Cederberg;1;West Coast District Municipality;1;WESTERN CAPE
10202000;Citrusdal;102;Cederberg;1;West Coast District Municipality;1;WESTERN CAPE
10202001;Heuwelsig;102;Cederberg;1;West Coast District Municipality;1;WESTERN CAPE
10203000;Clanwilliam;102;Cederberg;1;West Coast District Municipality;1;WESTERN CAPE
10203001;Hopland;102;Cederberg;1;West Coast District Municipality;1;WESTERN CAPE
10204000;Elandsbaai;102;Cederberg;1;West Coast District Municipality;1;WESTERN CAPE
10204001;Elandsbaai;102;Cederberg;1;West Coast District Municipality;1;WESTERN CAPE
10205001;Graaffwater North;102;Cederberg;1;West Coast District Municipality;1;WESTERN CAPE
10205002;Graaffwater South;102;Cederberg;1;West Coast District Municipality;1;WESTERN CAPE
10206000;Lamberts Bay;102;Cederberg;1;West Coast District Municipality;1;WESTERN CAPE
10301000;Aurora;103;Bergrivier;1;West Coast District Municipality;1;WESTERN CAPE
10302001;Piketberg;103;Bergrivier;1;West Coast District Municipality;1;WESTERN CAPE
10303000;De Hoek;103;Bergrivier;1;West Coast District Municipality;1;WESTERN CAPE
10304000;Dwarskersbos;103;Bergrivier;1;West Coast District Municipality;1;WESTERN CAPE
10305000;Eendekuil;103;Bergrivier;1;West Coast District Municipality;1;WESTERN CAPE
10306000;Goedverwacht;103;Bergrivier;1;West Coast District Municipality;1;WESTERN CAPE
10307000;Piketberg;103;Bergrivier;1;West Coast District Municipality;1;WESTERN CAPE
10307001;Moravia;103;Bergrivier;1;West Coast District Municipality;1;WESTERN CAPE
10308000;Porterville;103;Bergrivier;1;West Coast District Municipality;1;WESTERN CAPE
10308001;Monte Bertha;103;Bergrivier;1;West Coast District Municipality;1;WESTERN CAPE
10309000;Redelinghuys;103;Bergrivier;1;West Coast District Municipality;1;WESTERN CAPE
10310000;Velddrift;103;Bergrivier;1;West Coast District Municipality;1;WESTERN CAPE
10310001;Laaiplek;103;Bergrivier;1;West Coast District Municipality;1;WESTERN CAPE
10310002;Noordhoek;103;Bergrivier;1;West Coast District Municipality;1;WESTERN CAPE
10401001;Golden Mile;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10402000;Hopefield;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10402001;Elandslaagte;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10403000;Jacobsbaai;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10404000;Langebaan;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10404001;Panorama;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10405000;Oudekraalfontein;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10406000;Paternoster;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10407000;Saldanha;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10407001;Diazville;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10407002;Diazville RDP;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10407003;Middelpos;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10407004;Parker's Town;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10407005;White City;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10408001;Hopefield;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10408002;Langebaan;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10408003;Vredenburg;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10409000;St Helena Bay;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10409001;Langville;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10409002;Sandy Bay;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10410000;Swartriet;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10411001;Louwville;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10411002;Rusfontein;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10411003;Tierkloof;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10411004;Vredenberg;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10411005;Witteklip;104;Saldanha Bay;1;West Coast District Municipality;1;WESTERN CAPE
10501000;Abbotsdale;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10501001;Teen die Bult;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10502000;Chatsworth;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10503000;Darling;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10503001;Nuwedorp;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10504000;Dassen Island;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10505000;Greater Chatsworth;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10506000;Ilinge Lethu;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10507000;Kalbaskraal;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10508001;Koringberg;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10509000;Malmesbury;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10509001;Doornkuil;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10509003;Myrtledene;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10509004;Wesbank;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10510000;Moorreesburg;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10510001;Bergsig;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10510002;Bothasig;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10510003;Doornkloof;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10510004;Rosenhof;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10510005;Steynsburg;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10511000;Riebeek-Kasteel;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10511001;Esterhof;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10512000;Riebeek-Wes;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10513001;Jakkalsfontein;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10513002;Malmesbury;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10513003;Moorreesburg;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10514000;The Grotto Bay;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10515000;Yzerfontein;105;Swartland;1;West Coast District Municipality;1;WESTERN CAPE
10601000;Bella Vista;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10602000;Ceres;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10602001;Skurweberg;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10603001;Nduli;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10604000;Meulstroom;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10605000;Op-die-Berg;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10606000;Paerde Kraal Bosreservaat;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10607000;Prince Alfred Hamlet;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10608000;Steinthal;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10609000;Tulbagh;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10609001;Chris Hani;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10609002;Tulbagh;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10609003;Witzenville;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10610001;Ceres;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10610002;Tulbagh;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10610003;Worcester;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10611000;Wolseley;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10611001;Dwarsrivier;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10611002;Montana;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10611003;Pine Valley;106;Witzenberg;2;Boland District Municipality;1;WESTERN CAPE
10701000;Dal Josafat Forest Reserve;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10702001;Paarl;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10702002;Wellington;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10703001;Drommedaris;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10704000;Gouda;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10705001;Mbekweni;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706000;Paarl;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706001;Amstelhof;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706002;Charlston Hill;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706003;Chicago;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706004;Courtrai;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706005;Dal Josafat Industrial;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706006;Dalvale;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706007;De Zoete Inval;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706008;Denneburg;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706009;Dennenburg;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706010;Drommedaris;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706011;Fairyland;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706012;Groenheuwel;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706013;Groenvlei;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706014;Huguenot;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706015;Kingston Town;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706016;Klein Nederburg;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706017;Klein Parys;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706018;Langvlei;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706019;Lemoenkloof;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706020;Mbekweni;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706021;Milky town;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706022;New Orleans;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706023;Northern Paarl;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706024;Paarl Central East;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706025;Paarl Central West;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706026;Paarl East;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706027;Smartie town;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706028;Suider Paarl;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10706029;Vrykyk;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10707000;Paarlberg Nature Reserve;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10708000;Saron;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10709000;Victor Verster;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10710000;Wellington;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10710001;Berg-En-Dal;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10710002;Dalvale;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10710003;Hillcrest;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10710004;Van Wyks Vlei;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10710005;Wellington Central;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10710006;Wellington North;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10710007;Wellington Open Space;107;Drakenstein;2;Boland District Municipality;1;WESTERN CAPE
10801000;Franschhoek;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10801001;Franschhoek South;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10802001;Franschhoek North;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10802002;Groendal;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10803000;Hottentotsholland Nature Reserve;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10804001;Webersvallei;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10805000;Jonkershoek State Forest;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10806000;Khayamandi;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10807000;Klapmuts;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10807001;Bennetsville;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10808000;Kylemore;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10809000;Languedoc;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10810000;Mountain Breeze Caravan Park;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10811000;Pniel;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10812000;Robertsvlei;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10813000;Simonsberg Forest Reserve;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814000;Stellenbosch Part 1;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814001;Arbeidslus;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814002;Brandwacht;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814003;Cloetesville;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814004;Coetzenburg;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814005;Coetzenburg Stadium;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814006;Dalsig;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814007;Devon Park;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814008;Devonvallei;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814009;Die Boord;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814010;Green Oaks;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814011;Idas Valley;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814012;Karindal;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814013;Kleingeluk;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814014;Krigeville;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814015;Kromrivier;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814017;La Colline;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814018;Mostertsdrift;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814019;Onder Papegaaiberg;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814021;Papegaaiberg;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814022;Papegaaiberg Industrial Park;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814023;Paradyskloof;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814024;Plankenbrug;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814025;Rozendal;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814026;Simonswyk;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814028;Stellenbosch Central;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814030;Uniepark;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814031;Welgelegen;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10814032;Weltevrede;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10815000;Wemmershoek;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10816000;Wemmershoek Forest Reserve;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10817016;Kuilsrivier;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10817020;Paarl;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10817027;Somerset West;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10817029;Stellenbosch;108;Stellenbosch;2;Boland District Municipality;1;WESTERN CAPE
10901000;Brandvlei;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10901001;Brandvlei Prison;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10902001;Worcester;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10903000;De Doorns;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10903001;De Doorns East;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10903002;Ekupuvmeleni;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10903003;Hassie Square;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10904000;Haweqwas State Forest;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10905000;Rawsonville;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10906000;Riviersonderend State Forest;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10907000;Touwsrivier;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908000;Worcester;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908001;Avian Park;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908002;Bergsig;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908003;Esselen Park;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908004;Fairy Glen / Reunie Park;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908005;Florian Park;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908006;Hexpark;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908007;Hospital Park;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908008;Hospital Park / Hospital Hill;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908009;Johnsons Park;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908010;Langerug;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908011;Meirings Park;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908012;Noble Park;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908013;Paglande;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908014;Panorama;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908015;Parkersdam;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908016;Reunion Park;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908017;Riverview;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908018;Rolihlahla;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908019;Roodewal;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908020;Roux Park;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908021;Somerset Park;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908022;Van Riebeeck Park;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908023;Victoria Park;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908024;Worcester Central;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10908025;Worcester West;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10909000;Zweletemba;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10909001;Mandela Square;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
10909002;Zweletemba;109;Breede Valley;2;Boland District Municipality;1;WESTERN CAPE
11001000;Ashton;110;Breede River/Winelands;2;Boland District Municipality;1;WESTERN CAPE
11001001;New Look;110;Breede River/Winelands;2;Boland District Municipality;1;WESTERN CAPE
11002000;Bonnievale;110;Breede River/Winelands;2;Boland District Municipality;1;WESTERN CAPE
11002001;Happy Valley;110;Breede River/Winelands;2;Boland District Municipality;1;WESTERN CAPE
11003001;Bonnievale;110;Breede River/Winelands;2;Boland District Municipality;1;WESTERN CAPE
11003002;Montagu;110;Breede River/Winelands;2;Boland District Municipality;1;WESTERN CAPE
11003003;Robertson;110;Breede River/Winelands;2;Boland District Municipality;1;WESTERN CAPE
11004000;McGregor;110;Breede River/Winelands;2;Boland District Municipality;1;WESTERN CAPE
11005000;Montagu;110;Breede River/Winelands;2;Boland District Municipality;1;WESTERN CAPE
11005001;Ashbury;110;Breede River/Winelands;2;Boland District Municipality;1;WESTERN CAPE
11005002;Bergsig;110;Breede River/Winelands;2;Boland District Municipality;1;WESTERN CAPE
11006001;Nkqubela;110;Breede River/Winelands;2;Boland District Municipality;1;WESTERN CAPE
11007000;Robertson;110;Breede River/Winelands;2;Boland District Municipality;1;WESTERN CAPE
11008000;Waterval Staatbos;110;Breede River/Winelands;2;Boland District Municipality;1;WESTERN CAPE
11101000;Bosmanskloof;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11102000;Botrivier;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11103000;Caledon;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11103001;Bergsig;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11104000;Dennehof;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11105000;Elgin Forest Reserve;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11106000;Genadendal;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11106001;Bereaville;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11107000;Grabouw;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11107001;Beverley Hills;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11107002;Dennekruin;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11107003;Grabouw WSB;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11107004;Pineview;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11107005;Rooidakkies;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11107006;Snake Park;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11107007;Steenbras;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11107008;Swannie River;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11107009;Waterwerke;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11108000;Greyton;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11109000;Hottentotsholland Nature Reserve;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11110000;Lebanon State Forest;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11111000;Middleton;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11112000;Nuweberg State Forest;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11113000;Riviersonderend;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11113001;Oestegroot;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11113002;Riviersonderend;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11114000;Riviersonderend State Forest;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11115001;Caledon;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11115002;Villiersdorp;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11116000;Villiersdorp;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11116001;Goniwe Park;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11116002;Nuwedorp;111;Theewaterskloof;3;Overberg District Municipality;1;WESTERN CAPE
11201000;Betty's Bay;112;Overstrand;3;Overberg District Municipality;1;WESTERN CAPE
11201001;Harold Porter Botanical Garden;112;Overstrand;3;Overberg District Municipality;1;WESTERN CAPE
11201002;Klipkop;112;Overstrand;3;Overberg District Municipality;1;WESTERN CAPE
11201003;Sunny Seas Estates;112;Overstrand;3;Overberg District Municipality;1;WESTERN CAPE
11202001;Birkenhead;112;Overstrand;3;Overberg District Municipality;1;WESTERN CAPE
11203000;Eluxolweni;112;Overstrand;3;Overberg District Municipality;1;WESTERN CAPE
11204000;Fernkloof Nature Reserve;112;Overstrand;3;Overberg District Municipality;1;WESTERN CAPE
11205001;Lake Marina;112;Overstrand;3;Overberg District Municipality;1;WESTERN CAPE
11206000;Franskraalstrand;112;Overstrand;3;Overberg District Municipality;1;WESTERN CAPE
